Promotion Seen,Timestamp
Grade Adjusted Pace Activity Detail Upsell,1623034221
Grade Adjusted Pace Activity Detail Upsell,1623094420
Grade Adjusted Pace Activity Detail Upsell,1623096057
Grade Adjusted Pace Activity Detail Upsell,1623283594
Grade Adjusted Pace Activity Detail Upsell,1624243445
Grade Adjusted Pace Activity Detail Upsell,1624660288
Grade Adjusted Pace Activity Detail Upsell,1626557242
Grade Adjusted Pace Activity Detail Upsell,1626560206
Grade Adjusted Pace Activity Detail Upsell,1626639155
Grade Adjusted Pace Activity Detail Upsell,1626738221
Grade Adjusted Pace Activity Detail Upsell,1627103776
Grade Adjusted Pace Activity Detail Upsell,1627760256
Grade Adjusted Pace Activity Detail Upsell,1628775009
Grade Adjusted Pace Activity Detail Upsell,1630682626
Grade Adjusted Pace Activity Detail Upsell,1631845815
Grade Adjusted Pace Activity Detail Upsell,1632176479
Grade Adjusted Pace Activity Detail Upsell,1632176547
Grade Adjusted Pace Activity Detail Upsell,1632176632
Grade Adjusted Pace Activity Detail Upsell,1632229460
Grade Adjusted Pace Activity Detail Upsell,1634463031
Grade Adjusted Pace Activity Detail Upsell,1635707199
Grade Adjusted Pace Activity Detail Upsell,1635707229
Grade Adjusted Pace Activity Detail Upsell,1639289823
Grade Adjusted Pace Activity Detail Upsell,1640739077
Grade Adjusted Pace Activity Detail Upsell,1640739121
Grade Adjusted Pace Activity Detail Upsell,1641586109
Grade Adjusted Pace Activity Detail Upsell,1643144706
Grade Adjusted Pace Activity Detail Upsell,1643145705
Grade Adjusted Pace Activity Detail Feature Education,1591114560
Grade Adjusted Pace Activity Detail Feature Education,1591316166
Grade Adjusted Pace Activity Detail Feature Education,1591337563
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NSF_DISMISSED"">Nsf Dismissed</span>",1614221249
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.EVERGREEN_STATS_FEATURE_ED"">Evergreen Stats Feature Ed</span>",1615410328
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.EVERGREEN_STATS_FEATURE_ED"">Evergreen Stats Feature Ed</span>",1615419116
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.EVERGREEN_STATS_FEATURE_ED"">Evergreen Stats Feature Ed</span>",1615507293
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.EVERGREEN_STATS_SHARE_FEATURE_ED"">Evergreen Stats Share Feature Ed</span>",1615411016
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_HOME"">Navigation Tab Home</span>",1620257388
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_MAPS"">Navigation Tab Maps</span>",1620263729
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_GROUPS"">Navigation Tab Groups</span>",1620257583
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_YOU"">Navigation Tab You</span>",1620257587
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_YOU_PROGRESS"">Navigation Tab You Progress</span>",1620257587
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_YOU_ACTIVITIES"">Navigation Tab You Activities</span>",1620257593
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_YOU_PROFILE"">Navigation Tab You Profile</span>",1620257596
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_MAPS_SEGMENTS"">Navigation Tab Maps Segments</span>",1620257595
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_MAPS_ROUTES"">Navigation Tab Maps Routes</span>",1622911471
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_MAPS_SAVED"">Navigation Tab Maps Saved</span>",1622911478
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_GROUPS_CHALLENGES"">Navigation Tab Groups Challenges</span>",1620304841
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_GROUPS_CLUBS"">Navigation Tab Groups Clubs</span>",1620304840
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_HOME_EDUCATION_DISMISSED"">Navigation Home Education Dismissed</span>",1620398514
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_DISMISSED"">Navigation You Progress Education Dismissed</span>",1620606833
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_HOME_EDUCATION_COACHMARK_IMPRESSION"">Navigation Home Education Coachmark Impression</span>",1620398500
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620398507
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620595163
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620595197
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620597428
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620599925
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_YOU_PROGRESS_EDUCATION_COACHMARK_IMPRESSION"">Navigation You Progress Education Coachmark Impression</span>",1620606829
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620398507
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620574155
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620599319
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620599925
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620611929
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_GROUPS_ACTIVE_EDUCATION_COACHMARK_IMPRESSION"">Navigation Groups Active Education Coachmark Impression</span>",1620616197
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_EDUCATION_MODAL_MAPS_J2"">Navigation Tab Education Modal Maps J2</span>",1622911467
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.NAVIGATION_TAB_EDUCATION_MODAL_GROUPS_J2"">Navigation Tab Education Modal Groups J2</span>",1622772051
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.ACTIVITY_DETAILS_LEADERBOARD_QUALITY_COACHMARK"">Activity Details Leaderboard Quality Coachmark</span>",1627432543
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.ACTIVITY_DETAILS_LEADERBOARD_QUALITY_COACHMARK"">Activity Details Leaderboard Quality Coachmark</span>",1627432549
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.RECORD_SCREEN_BEACON_COACHMARK"">Record Screen Beacon Coachmark</span>",1640462393
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_SETTINGS_PERSONAL_HEATMAP_COACHMARK"">Map Settings Personal Heatmap Coachmark</span>",1635611664
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1635712894
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1636254920
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1639289958
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1639290038
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1640210890
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_ACTIVITY_COACHMARK_IMPRESSION"">Map Visibility Activity Coachmark Impression</span>",1640228134
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1639675584
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1639680570
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1639701123
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1639785214
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1640210879
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1640462254
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1640632032
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1640742954
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1640748203
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1641652511
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1641652621
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1641660413
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1641746864
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1642799338
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643678411
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643741839
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643748228
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643832035
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643855465
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643896873
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1643920641
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1644288412
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1644330193
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1645914921
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1645916254
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1645931621
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646009004
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646088834
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646091300
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646190003
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646321250
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646450885
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646510465
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1646534910
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1647461597
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1647466639
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WELCOME_BACK_KUDOS_COACHMARK_IMPRESSION"">Welcome Back Kudos Coachmark Impression</span>",1647466640
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.ROUTE_FROM_ACTIVITY_MORE_OPTIONS_BUTTON_COACHMARK"">Route From Activity More Options Button Coachmark</span>",1637349643
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.ROUTE_FROM_ACTIVITY_SAVE_BUTTON_COACHMARK"">Route From Activity Save Button Coachmark</span>",1640721859
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.MAP_VISIBILITY_SETTING_COG_COACHMARK"">Map Visibility Setting Cog Coachmark</span>",1645557220
"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.metering.label.WINBACK_NOTIFICATION_SEEN"">Winback Notification Seen</span>",1647466327
